0,253,66,299,66,299,113,253,113,,other
1,390,126,403,126,403,139,390,139,4,answer
2,376,152,407,152,407,167,376,167,3212,other
3,546,155,559,155,559,168,546,168,D,,other
4,568,154,614,154,614,168,568,168,Sereta,other
5,176,221,205,221,205,235,176,235,B121,other
6,473,173,529,173,529,187,473,187,SIGNATURE,question
7,543,147,642,147,642,190,543,190,,answer
8,43,362,96,362,96,377,43,377,EXPLOSIVE,question
9,45,385,95,385,95,398,45,398,FLAMMABLE,question
10,46,404,113,404,113,421,46,421,RADIOACTIVE,question
11,77,440,109,440,109,451,77,451,SOLID,question
12,123,439,134,439,134,447,123,447,X,answer
13,70,454,112,454,112,467,70,467,LIQUID,question
14,45,469,108,469,108,480,45,480,PRESSURIZED,question
15,293,454,324,454,324,467,293,467,COLOR,question
16,219,450,258,450,258,467,219,467,Brown,answer
17,693,768,710,768,710,853,693,853,00860012,other
18,637,429,694,429,694,440,637,440,DESSICATOR,question
19,635,444,673,444,673,457,635,457,FREEZER,question
20,635,459,666,459,666,472,635,472,OTHER,question
21,613,387,626,387,626,400,613,400,☑,other
22,306,68,553,68,553,119,306,119,HAZLETON LABORATORIES AMERICA INC,header
23,587,73,750,73,750,111,587,111,9200 LEESBURG TURNPIKE VIENNA VIRGINIA 22180 USA,other
24,38,74,169,74,169,96,38,96,PROJECT SHEET,other
25,126,126,252,126,252,141,126,141,December 13, 1983,answer
26,46,128,108,128,108,144,46,144,DATE ISSUED,question
27,284,133,372,133,372,146,284,146,PROJECT SHEET NO,question
28,483,134,568,134,568,149,483,149,PROJECT NO.,question
29,591,124,644,124,644,140,591,140,642 149,answer
30,426,151,534,151,534,167,426,167,PROJECT COORDINATOR,question
31,52,166,360,166,360,183,52,183,14 Day Single Dose Subacute Toxicity Study,other
32,45,149,211,149,211,163,45,163,STUDY TITLE & PROPOSAL NUMBER,question
33,46,190,129,190,129,205,46,205,TEST MATERIAL (S),question
34,423,194,478,194,478,207,423,207,LOT NO (s),question
35,532,194,610,194,610,208,532,208,RECEIPT DATE (s),question
36,668,194,732,194,732,209,668,209,LH NUMBER (s),question
37,532,222,592,222,592,237,532,237,11 18 83,answer
38,665,222,709,222,709,237,665,237,21 017,answer
39,46,271,169,271,169,285,46,285,PERFORMING DEPARTMENTS,question
40,57,285,227,285,227,302,57,302,Acute/ Dermal Toxicology,answer
41,180,274,303,274,303,287,180,287,(4 COPIES EACH DIRECTOR),other
42,425,274,633,274,633,291,425,291,ORIGINAL SIGNED PROJECT SHEETS TO PSO,header
43,479,299,582,299,582,312,479,312,FIXED DISTRIBUTION:,header
44,598,299,676,299,676,311,598,311,(1 COPY TO EACH),other
45,620,316,730,316,730,366,620,366,LAB ANIMAL MEDICINE QUALITY ASSURANCE CONTRACTS Sponsor,other
46,434,316,539,316,539,369,434,369,DIR OF LIFE SCIENCES HEALTH SERVICES COMPOUND PREP (TOX) SCIENTIFIC RES (TOX),other
47,46,332,209,332,209,347,46,347,PROTECTIVE PRECAUTIONS REQUIRED,question
48,170,345,268,345,268,359,170,359,HAZARDOUS COMPOUND,header
49,215,367,308,367,308,380,215,380,CARCINOGEN (OSHA),question
50,218,385,312,385,312,400,218,400,CARCINOGEN (OTHER),question
51,425,376,589,376,589,402,425,402,FOLLOW DEPARTMENT AND COMPANY SAFETY MANUALS,question
52,426,409,530,409,530,424,426,424,STORAGE CONDITIONS,question
53,441,426,520,426,520,439,441,439,STORE IN DARK,question
54,432,440,549,440,549,456,432,456,☑ REFRIGERATOR 8 C,answer
55,441,458,536,458,536,469,441,469,ROOM TEMPERATURE,question
56,443,472,618,472,618,486,443,486,SPECIAL INSTRUCTIONS WHILE DOSING,question
57,190,489,599,489,599,508,190,508,to be performed in Acute /Dermal Toxicology, building 18.,question
58,101,542,642,542,642,575,101,575,This project sheet is issued to correct Project Sheet which was issued on December 6, 1983 to Project Sheet No 3 instead of 2.,answer
59,94,719,518,719,518,738,94,738,Material Safety Data Sheet is attached to Project Sheet 1.,answer
60,52,892,124,892,124,905,52,905,NO ,other
61,49,487,175,487,175,502,49,502,EXPERIMENTAL PROCEDURES,question
62,45,425,162,425,162,436,45,436,PHYSICAL DESCRIPTION:,header
