1,446,0,1403,0,1403,109,446,109,AEON CO. (M) BHD (126926-H),company
1,409,105,1437,105,1437,208,409,208,3RD FLR, AEON TAMAN MALURI SC,address
1,473,206,1329,206,1329,302,473,302,JLN JEJAKA, TAMAN MALURI,address
1,429,304,1368,304,1368,400,429,400,CHERAS, 55100 KUALA LUMPUR,address
1,537,407,1286,407,1286,499,537,499,GST ID : 002017394688,other
1,678,506,1173,506,1173,599,678,599,SHOPPING HOURS,other
1,427,595,1387,595,1387,701,427,701,SUN-THU:1000 HRS - 2230 HRS,other
1,428,700,1383,700,1383,801,428,801,FRI-SAT:1000 HRS - 2300 HRS,other
1,107,790,1066,790,1066,895,107,895,VALUED CUSTOMER: 1170008317,other
1,206,998,732,998,732,1087,206,1087,1X 000001048211,other
1,299,1094,815,1094,815,1190,299,1190,NATUREL PREMIU,other
1,201,1198,734,1198,734,1290,201,1290,1X 000005043675,other
1,293,1296,801,1296,801,1390,293,1390,JOY DISHWASHIN,other
1,196,1392,732,1392,732,1488,196,1488,1X 000001427416,other
1,296,1497,805,1497,805,1580,296,1580,303027 COOK KN,other
1,290,1589,755,1589,755,1681,290,1681,6% OFF @43.15,other
1,189,1692,720,1692,720,1775,189,1775,1X 000006783617,other
1,268,1787,828,1787,828,1883,268,1883,CED NATURAL HIM,other
1,178,1886,709,1886,709,1985,178,1985,1X 000007787980,other
1,274,1988,803,1988,803,2084,274,2084,BL 5004C 4 GALL,other
1,272,2090,695,2090,695,2186,272,2186,6% OFF @4.61,other
1,174,2189,701,2189,701,2281,174,2281,1X 000004820628,other
1,260,2287,759,2287,759,2379,260,2379,KLEENEX FT SOF,other
1,166,2383,690,2383,690,2477,166,2477,1X 000003596418,other
1,261,2487,721,2487,721,2572,261,2572,ONWARDS TOM &,other
1,43,2676,361,2676,361,2772,43,2772,SUB-TOTAL,other
1,40,2777,747,2777,747,2878,40,2878,TOTAL SALES INCL GST,other
1,38,2876,888,2876,888,2981,38,2981,TOTAL AFTER ADJ INCL GST,other
1,31,2981,184,2981,184,3066,31,3066,CASH,other
1,31,3077,455,3077,455,3171,31,3171,ITEM COUNT 7,other
1,1268,2708,1454,2708,1454,2795,1268,2795,99.90,other
1,1265,2807,1455,2807,1455,2892,1265,2892,99.90,other
1,1263,2905,1449,2905,1449,2994,1263,2994,99.90,total
1,1215,3010,1447,3010,1447,3092,1215,3092,100.00,other
1,1288,3113,1442,3113,1442,3192,1288,3192,0.10,other
1,163,3184,1264,3184,1264,3280,163,3280,INVOICE NO: 2018052710100070177,other
1,18,3276,416,3276,416,3372,18,3372,GST SUMMARY,other
1,16,3375,275,3375,275,3458,16,3458,SR @ 6%,other
1,11,3471,272,3471,272,3562,11,3562,ZR @ 0%,other
1,6,3569,191,3569,191,3658,6,3658,TOTAL,other
1,6,3668,576,3668,576,3769,6,3769,27/05/2018 13:48,date
1,0,3776,572,3776,572,3872,0,3872,0300892 PJ HANIF,other
1,856,3693,1424,3693,1424,3789,856,3789,1010 007 0070177,other
1,348,3979,982,3979,982,4078,348,4078,REGULAR STAMP(S) :,other
1,341,4078,836,4078,836,4179,341,4179,BONUS STAMP(S),other
1,338,4174,833,4174,833,4281,338,4281,TOTAL STAMP(S),other
1,1261,1016,1515,1016,1515,1108,1261,1108,11.25SR,other
1,1259,1218,1502,1218,1502,1305,1259,1305,10.50SR,other
1,1240,1420,1506,1420,1506,1503,1240,1503,45.90SR,other
1,1240,1614,1425,1614,1425,1701,1240,1701,-2.75,other
1,1266,1713,1493,1713,1493,1796,1266,1796,4.59ZR,other
1,1261,1910,1490,1910,1490,2002,1261,2002,4.90SR,other
1,1216,2116,1411,2116,1411,2198,1216,2198,-0.29,other
1,1227,2210,1472,2210,1472,2297,1227,2297,12.15SR,other
1,1213,2406,1469,2406,1469,2500,1213,2500,13.65SR,other
1,659,3089,1019,3089,1019,3190,659,3190,CHANGE AMT,other
1,720,3295,938,3295,938,3373,720,3373,AMOUNT,other
1,1320,3304,1441,3304,1441,3389,1320,3389,TAX,other
1,748,3389,942,3389,942,3476,748,3476,89.92,other
1,1284,3402,1431,3402,1431,3485,1284,3485,5.39,other
1,783,3492,936,3492,936,3570,783,3570,4.59,other
1,1277,3503,1430,3503,1430,3590,1277,3590,0.00,other
1,750,3585,929,3585,929,3684,750,3684,94.51,other
1,1273,3601,1424,3601,1424,3688,1273,3688,5.39,other
1,1083,4000,1131,4000,1131,4078,1083,4078,3,other
1,950,4114,977,4114,977,4174,950,4174,:,other
1,1082,4099,1130,4099,1130,4181,1082,4181,0,other
1,947,4208,983,4208,983,4275,947,4275,:,other
1,1075,4194,1125,4194,1125,4276,1075,4276,3,other
1,446,0,1403,0,1403,109,446,109,AEON CO. (M) BHD (126926-H),company
1,409,105,1437,105,1437,208,409,208,3RD FLR, AEON TAMAN MALURI SC,address
1,473,206,1329,206,1329,302,473,302,JLN JEJAKA, TAMAN MALURI,address
1,429,304,1368,304,1368,400,429,400,CHERAS, 55100 KUALA LUMPUR,address
1,537,407,1286,407,1286,499,537,499,GST ID : 002017394688,other
1,678,506,1173,506,1173,599,678,599,SHOPPING HOURS,other
1,427,595,1387,595,1387,701,427,701,SUN-THU:1000 HRS - 2230 HRS,other
1,428,700,1383,700,1383,801,428,801,FRI-SAT:1000 HRS - 2300 HRS,other
1,107,790,1066,790,1066,895,107,895,VALUED CUSTOMER: 1170008317,other
1,206,998,732,998,732,1087,206,1087,1X 000001048211,other
1,299,1094,815,1094,815,1190,299,1190,NATUREL PREMIU,other
1,201,1198,734,1198,734,1290,201,1290,1X 000005043675,other
1,293,1296,801,1296,801,1390,293,1390,JOY DISHWASHIN,other
1,196,1392,732,1392,732,1488,196,1488,1X 000001427416,other
1,296,1497,805,1497,805,1580,296,1580,303027 COOK KN,other
1,290,1589,755,1589,755,1681,290,1681,6% OFF @43.15,other
1,189,1692,720,1692,720,1775,189,1775,1X 000006783617,other
1,268,1787,828,1787,828,1883,268,1883,CED NATURAL HIM,other
1,178,1886,709,1886,709,1985,178,1985,1X 000007787980,other
1,274,1988,803,1988,803,2084,274,2084,BL 5004C 4 GALL,other
1,272,2090,695,2090,695,2186,272,2186,6% OFF @4.61,other
1,174,2189,701,2189,701,2281,174,2281,1X 000004820628,other
1,260,2287,759,2287,759,2379,260,2379,KLEENEX FT SOF,other
1,166,2383,690,2383,690,2477,166,2477,1X 000003596418,other
1,261,2487,721,2487,721,2572,261,2572,ONWARDS TOM &,other
1,43,2676,361,2676,361,2772,43,2772,SUB-TOTAL,other
1,40,2777,747,2777,747,2878,40,2878,TOTAL SALES INCL GST,other
1,38,2876,888,2876,888,2981,38,2981,TOTAL AFTER ADJ INCL GST,other
1,31,2981,184,2981,184,3066,31,3066,CASH,other
1,31,3077,455,3077,455,3171,31,3171,ITEM COUNT 7,other
1,1268,2708,1454,2708,1454,2795,1268,2795,99.90,other
1,1265,2807,1455,2807,1455,2892,1265,2892,99.90,other
1,1263,2905,1449,2905,1449,2994,1263,2994,99.90,total
1,1215,3010,1447,3010,1447,3092,1215,3092,100.00,other
1,1288,3113,1442,3113,1442,3192,1288,3192,0.10,other
1,163,3184,1264,3184,1264,3280,163,3280,INVOICE NO: 2018052710100070177,other
1,18,3276,416,3276,416,3372,18,3372,GST SUMMARY,other
1,16,3375,275,3375,275,3458,16,3458,SR @ 6%,other
1,11,3471,272,3471,272,3562,11,3562,ZR @ 0%,other
1,6,3569,191,3569,191,3658,6,3658,TOTAL,other
1,6,3668,576,3668,576,3769,6,3769,27/05/2018 13:48,date
1,0,3776,572,3776,572,3872,0,3872,0300892 PJ HANIF,other
1,856,3693,1424,3693,1424,3789,856,3789,1010 007 0070177,other
1,348,3979,982,3979,982,4078,348,4078,REGULAR STAMP(S) :,other
1,341,4078,836,4078,836,4179,341,4179,BONUS STAMP(S),other
1,338,4174,833,4174,833,4281,338,4281,TOTAL STAMP(S),other
1,1261,1016,1515,1016,1515,1108,1261,1108,11.25SR,other
1,1259,1218,1502,1218,1502,1305,1259,1305,10.50SR,other
1,1240,1420,1506,1420,1506,1503,1240,1503,45.90SR,other
1,1240,1614,1425,1614,1425,1701,1240,1701,-2.75,other
1,1266,1713,1493,1713,1493,1796,1266,1796,4.59ZR,other
1,1261,1910,1490,1910,1490,2002,1261,2002,4.90SR,other
1,1216,2116,1411,2116,1411,2198,1216,2198,-0.29,other
1,1227,2210,1472,2210,1472,2297,1227,2297,12.15SR,other
1,1213,2406,1469,2406,1469,2500,1213,2500,13.65SR,other
1,659,3089,1019,3089,1019,3190,659,3190,CHANGE AMT,other
1,720,3295,938,3295,938,3373,720,3373,AMOUNT,other
1,1320,3304,1441,3304,1441,3389,1320,3389,TAX,other
1,748,3389,942,3389,942,3476,748,3476,89.92,other
1,1284,3402,1431,3402,1431,3485,1284,3485,5.39,other
1,783,3492,936,3492,936,3570,783,3570,4.59,other
1,1277,3503,1430,3503,1430,3590,1277,3590,0.00,other
1,750,3585,929,3585,929,3684,750,3684,94.51,other
1,1273,3601,1424,3601,1424,3688,1273,3688,5.39,other
1,1083,4000,1131,4000,1131,4078,1083,4078,3,other
1,950,4114,977,4114,977,4174,950,4174,:,other
1,1082,4099,1130,4099,1130,4181,1082,4181,0,other
1,947,4208,983,4208,983,4275,947,4275,:,other
1,1075,4194,1125,4194,1125,4276,1075,4276,3,other
